Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
modAECMutatorStun25,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级025[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.025[-]
modAECMutatorStun26,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级026[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.026[-]
modAECMutatorStun28,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级028[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.028[-]
modAECMutatorStun29,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级029[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.029[-]
modAECMutatorStun30,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级030[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.030[-]
modAECMutatorStun31,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级031[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.031[-]
modAECMutatorStun32,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级032[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.032[-]
modAECMutatorStun34,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级034[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.034[-]
modAECMutatorStun35,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级035[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.035[-]
modAECMutatorStun36,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级036[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.036[-]
modAECMutatorStun37,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级037[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.037[-]
modAECMutatorStun38,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级038[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.038[-]
modAECMutatorStun39,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级039[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.039[-]
modAECMutatorStun41,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级041[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.041[-]
modAECMutatorStun42,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级042[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.042[-]
modAECMutatorStun43,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级043[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.043[-]
modAECMutatorStun44,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级044[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.044[-]
modAECMutatorStun45,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级045[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.045[-]
modAECMutatorStun46,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级046[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.046[-]
modAECMutatorStun48,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级048[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.048[-]
modAECMutatorStun49,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级049[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.049[-]
modAECMutatorStun50,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级050[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.050[-]
modAECMutatorStun51,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]Оглушение[-] [FFD700]УР.051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-],[FFD700][AEC][-] [FFFFFF]眩晕效果[-] [FFD700]等级051[-],[FFD700][AEC][-] [FFFFFF]Stun effect[-] [FFD700]LVL.051[-]
