Key,Source,Context,Changes,English,Tchinese
MBoosterExplosives,items,Item,,Magazine booster [5AFF75]«Explosive Magazine»[-],彈匣助推器 [5AFF75]《爆炸彈匣》[-]
MBoosterExplosivesDesc,items,Item,,"Significantly increases the chance of finding «Explosive Magazine» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《爆炸雜誌》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterExplosivesName,buffs,buff,,Magazine booster [5AFF75]«Explosive Magazine»[-],彈匣助推器 [5AFF75]《爆炸彈匣》[-]
buffMBoosterExplosivesTooltip,buffs,buff,,You have activated the «Explosive Magazine» magazine booster.,您已經啟動了《爆炸雜誌》雜誌助推器。
buffMBoosterExplosivesDesc,buffs,Buff,,"Significantly increases the chance of finding «Explosive Magazine» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《爆炸雜誌》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterRobotics,items,Item,,Magazine booster [5AFF75]«Tech Planet»[-],雜誌助推器 [5AFF75]«Tech Planet»[-]
MBoosterRoboticsDesc,items,Item,,"Significantly increases the chance of finding «Tech Planet» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",大幅增加找到《Tech Planet》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterRoboticsName,buffs,buff,,Magazine booster [5AFF75]«Tech Planet»[-],雜誌助推器 [5AFF75]«Tech Planet»[-]
buffMBoosterRoboticsTooltip,buffs,buff,,You have activated the «Tech Planet» magazine booster.,您已啟動《Tech Planet》雜誌助推器。
buffMBoosterRoboticsDesc,buffs,Buff,,"Significantly increases the chance of finding «Tech Planet» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",大幅增加找到《Tech Planet》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterArmor,items,Item,,Magazine booster [5AFF75]«Armored Up»[-],彈匣助推器 [5AFF75]《裝甲起來》[-]
MBoosterArmorDesc,items,Item,,"Significantly increases the chance of finding «Armored Up» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",大幅增加找到《Armored Up》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterArmorName,buffs,buff,,Magazine booster [5AFF75]«Armored Up»[-],彈匣助推器 [5AFF75]《裝甲起來》[-]
buffMBoosterArmorTooltip,buffs,buff,,You have activated the «Armored Up» magazine booster.,您已經啟動了《Armored Up》彈匣助推器。
buffMBoosterArmorDesc,buffs,Buff,,"Significantly increases the chance of finding «Armored Up» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",大幅增加找到《Armored Up》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterMedical,items,Item,,Magazine booster [5AFF75]«Medical Journal»[-],雜誌助推器 [5AFF75]《醫學雜誌》[-]
MBoosterMedicalDesc,items,Item,,"Significantly increases the chance of finding «Medical Journal» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《醫學雜誌》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterMedicalName,buffs,buff,,Magazine booster [5AFF75]«Medical Journal»[-],雜誌助推器 [5AFF75]《醫學雜誌》[-]
buffMBoosterMedicalTooltip,buffs,buff,,You have activated the «Medical Journal» magazine booster.,您已啟動《醫學雜誌》雜誌助推器。
buffMBoosterMedicalDesc,buffs,Buff,,"Significantly increases the chance of finding «Medical Journal» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《醫學雜誌》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌補充包。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterFood,items,Item,,Magazine booster [5AFF75]«Home Cooking Weekly»[-],雜誌助推器 [5AFF75]《家庭烹飪週刊》[-]
MBoosterFoodDesc,items,Item,,"Significantly increases the chance of finding «Home Cooking Weekly» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《家庭烹飪周刊》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterFoodName,buffs,buff,,Magazine booster [5AFF75]«Home Cooking Weekly»[-],雜誌助推器 [5AFF75]《家庭烹飪週刊》[-]
buffMBoosterFoodTooltip,buffs,buff,,You have activated the «Home Cooking Weekly» magazine booster.,您已啟動《家庭烹飪週刊》雜誌助推器。
buffMBoosterFoodDesc,buffs,Buff,,"Significantly increases the chance of finding «Home Cooking Weekly» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《家庭烹飪周刊》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterSeed,items,Item,,Magazine booster [5AFF75]«Southern Farming»[-],雜誌助推器 [5AFF75]«南方農業»[-]
MBoosterSeedDesc,items,Item,,"Significantly increases the chance of finding «Southern Farming» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《南方農業》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterSeedName,buffs,buff,,Magazine booster [5AFF75]«Southern Farming»[-],雜誌助推器 [5AFF75]«南方農業»[-]
buffMBoosterSeedTooltip,buffs,buff,,You have activated the «Southern Farming» magazine booster.,您已啟動《南方農業》雜誌助推器。
buffMBoosterSeedDesc,buffs,Buff,,"Significantly increases the chance of finding «Southern Farming» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《南方農業》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌補充包。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterElectrician,items,Item,,Magazine booster [5AFF75]«Wiring 101»[-],雜誌助推器 [5AFF75]《接線 101》[-]
MBoosterElectricianDesc,items,Item,,"Significantly increases the chance of finding «Wiring 101» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《Wiring 101》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterElectricianName,buffs,buff,,Magazine booster [5AFF75]«Wiring 101»[-],雜誌助推器 [5AFF75]《接線 101》[-]
buffMBoosterElectricianTooltip,buffs,buff,,You have activated the «Wiring 101» magazine booster.,您已啟動《Wiring 101》雜誌助推器。
buffMBoosterElectricianDesc,buffs,Buff,,"Significantly increases the chance of finding «Wiring 101» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《Wiring 101》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌補充包。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterTraps,items,Item,,Magazine booster [5AFF75]«Electrical Traps»[-],雜誌助推器 [5AFF75]«電氣陷阱»[-]
MBoosterTrapsDesc,items,Item,,"Significantly increases the chance of finding «Electrical Traps» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《電氣陷阱》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterTrapsName,buffs,buff,,Magazine booster [5AFF75]«Electrical Traps»[-],雜誌助推器 [5AFF75]«電氣陷阱»[-]
buffMBoosterTrapsTooltip,buffs,buff,,You have activated the «Electrical Traps» magazine booster.,您已啟動《Electrical Traps》雜誌助推器。
buffMBoosterTrapsDesc,buffs,Buff,,"Significantly increases the chance of finding «Electrical Traps» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《電氣陷阱》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterWorkstation,items,Item,,Magazine booster [5AFF75]«Forge Ahead»[-],雜誌助推器 [5AFF75]«Forge Ahead»[-]
MBoosterWorkstationDesc,items,Item,,"Significantly increases the chance of finding «Forge Ahead» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",大幅增加找到《Forge Ahead》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterWorkstationName,buffs,buff,,Magazine booster [5AFF75]«Forge Ahead»[-],雜誌助推器 [5AFF75]«Forge Ahead»[-]
buffMBoosterWorkstationTooltip,buffs,buff,,You have activated the «Forge Ahead» magazine booster.,您已啟動《Forge Ahead》雜誌助推器。
buffMBoosterWorkstationDesc,buffs,Buff,,"Significantly increases the chance of finding «Forge Ahead» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",大幅增加找到《Forge Ahead》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
MBoosterVehicle,items,Item,,Magazine booster [5AFF75]«Vehicle Adventures»[-],雜誌助推器 [5AFF75]《車輛歷險記》[-]
MBoosterVehicleDesc,items,Item,,"Significantly increases the chance of finding «Vehicle Adventures» magazines.\n\n[DECEA3]Duration: 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《車輛冒險》雜誌的機會。 \n\n[DECEA3]持續時間：1 小時。一次只能啟動一個彈匣助推器。如果研究了所有雜誌，包括精通，則不起作用。 [-]
buffMBoosterVehicleName,buffs,buff,,Magazine booster [5AFF75]«Vehicle Adventures»[-],雜誌助推器 [5AFF75]《車輛歷險記》[-]
buffMBoosterVehicleTooltip,buffs,buff,,You have activated the «Vehicle Adventures» magazine booster.,您已啟動《車輛冒險》雜誌助推器。
buffMBoosterVehicleDesc,buffs,Buff,,"Significantly increases the chance of finding «Vehicle Adventures» magazines.\n\n[DECEA3]Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]",顯著增加找到《車輛冒險》雜誌的機會。 \n\n[DECEA3]一次只能啟動一個雜誌補充包。如果研究了所有雜誌，包括精通，則不起作用。 [-]
resourceRepairKitImp,items,Resources,,[DECEA3]Improved[-] repair kit,[DECEA3]改良的[-]修復套件
resourceRepairKitImpDesc,items,Resources,,"Improved weapons and tools have increased stats compared to their basic predecessors. However, they are also more difficult to repair.\n\nUsed to repair any improved weapons and tools.\nRepairs [DECEA3]2000[-] durability points.\n\nRequires skill: [DECEA3]Advanced Engineering Lv.3[-]",與基本的前身相比，改進的武器和工具增加了統計數據。然而，它們也更難修復。 \n\n用於修復任何改進的武器和工具。 \n修復 [DECEA3]2000[-] 耐久點。 \n\n需要技能：[DECEA3]高級工程 Lv.3[-]
resourceRepairKitLeg,items,Resources,,[FFB800]Legendary[-] repair kit,[FFB800]傳奇[-]修復套件
resourceRepairKitLegDesc,items,Resources,,"Legendary weapons can cause a lot of problems for any enemy. However, repairing such weapons is not a cheap pleasure.\n\nUsed to repair any legendary weapon.\nRepairs [DECEA3]2000[-] durability points.\n\nRequires skill: [DECEA3]Advanced Engineering Lv.5[-]",傳奇武器會給任何敵人帶來很多問題。然而，修理這類武器可不是一件廉價的事。 \n\n用於修復任何傳奇武器。 \n修理 [DECEA3]2000[-] 點耐久度。 \n\n需要技能：[DECEA3]高級工程 Lv.5[-]
ammo762mmBulletDU,items,Ammo,,7.62 mm [5AFF75]((Depleted Uranium)) ammo[-],7.62 mm [5AFF75]（（貧鈾））彈藥[-]
ammo762mmBulletDUDesc,items,Ammo,,"Experimental 7.62 mm [5AFF75]((Depleted Uranium))[-] rounds.\nSignificantly stronger than regular and improved rounds of this caliber. Ignores armor and penetrates up to [DECEA3]3[-] targets. The ammunition is designed specifically to combat large mutants. When hitting bosses or elite enemies, damage is significantly increased.\n\nCannot be crafted independently. This type of ammunition can be requested from support or found in boss loot.",實驗性 7.62 毫米 [5AFF75]((貧鈾))[-] 彈。 \n明顯強於該口徑的常規彈和改良彈。忽略裝甲並穿透最多 [DECEA3]3[-] 個目標。該彈藥是專門為對抗大型變種人而設計的。擊中 Boss 或菁英敵人時，傷害顯著增加。 \n\n無法獨立製作。這種類型的彈藥可以向支援人員索取，也可以在 Boss 戰利品中找到。
ammo44MagnumBulletDU,items,Ammo,,.44 Magnum [5AFF75]((Depleted Uranium)) ammo[-],.44 Magnum [5AFF75]（（貧鈾））彈藥[-]
ammo44MagnumBulletDUDesc,items,Ammo,,"Experimental .44 Magnum [5AFF75]((Depleted Uranium))[-] rounds.\nSignificantly stronger than regular and improved rounds of this caliber. Ignores armor and penetrates up to [DECEA3]3[-] targets. The ammunition is designed specifically to combat large mutants. When hitting bosses or elite enemies, damage is significantly increased.\n\nCannot be crafted independently. This type of ammunition can be requested from support or found in boss loot.",實驗性 0.44 Magnum [5AFF75]((貧鈾))[-] 彈。 \n明顯強於該口徑的常規彈和改良彈。忽略裝甲並穿透最多 [DECEA3]3[-] 個目標。該彈藥是專門為對抗大型變種人而設計的。擊中 Boss 或菁英敵人時，傷害顯著增加。 \n\n無法獨立製作。這種類型的彈藥可以向支援人員索取，也可以在 Boss 戰利品中找到。
ammo9mmBulletDU,items,Ammo,,9 mm [5AFF75](Depleted Uranium) ammo[-],9 毫米 [5AFF75]（貧鈾）彈藥[-]
ammo9mmBulletDUDesc,items,Ammo,,"Experimental 9 mm [5AFF75](Depleted Uranium)[-] rounds.\nSignificantly stronger than regular and improved rounds of this caliber. Ignores armor and penetrates up to [DECEA3]3[-] targets. The ammunition is designed specifically to combat large mutants. When hitting bosses or elite enemies, damage is significantly increased.\n\nCannot be crafted independently. This type of ammunition can be requested from support or found in boss loot.",實驗性 9 毫米 [5AFF75]（貧鈾）[-] 彈。 \n明顯強於該口徑的常規彈和改良彈。忽略裝甲並穿透最多 [DECEA3]3[-] 個目標。該彈藥是專門為對抗大型變種人而設計的。擊中 Boss 或菁英敵人時，傷害顯著增加。 \n\n無法獨立製作。這種類型的彈藥可以向支援人員索取，也可以在 Boss 戰利品中找到。
ammoShotgunSlugDU,items,Ammo,,Shotgun [5AFF75](Depleted Uranium) ammo[-],霰彈槍 [5AFF75]（貧鈾）彈藥[-]
ammoShotgunSlugDUDesc,items,Ammo,,"Experimental shotgun [5AFF75](Depleted Uranium)[-] rounds.\nSignificantly stronger than regular and improved rounds of this caliber. Ignores armor and penetrates up to [DECEA3]3[-] targets. The ammunition is designed specifically to combat large mutants. When hitting bosses or elite enemies, damage is significantly increased.\n\nCannot be crafted independently. This type of ammunition can be requested from support or found in boss loot.",實驗霰彈槍 [5AFF75]（貧鈾）[-] 彈。 \n明顯強於該口徑的常規彈和改良彈。忽略裝甲並穿透最多 [DECEA3]3[-] 個目標。該彈藥是專門為對抗大型變種人而設計的。擊中 Boss 或菁英敵人時，傷害顯著增加。 \n\n無法獨立製作。這種類型的彈藥可以向支援人員索取，也可以在 Boss 戰利品中找到。
ammoJunkTurretDU,items,Ammo,,Turret [5AFF75](Depleted Uranium) ammo[-],砲塔 [5AFF75]（貧鈾）彈藥[-]
ammoJunkTurretDUDesc,items,Ammo,,"Experimental [5AFF75](Depleted Uranium)[-] automatic turret ammunition.\nSignificantly stronger than regular and improved turret ammo. Ignores [DECEA3]60%[-] of the target's armor and penetrates up to [DECEA3]2[-] targets. When used, increases turret degradation speed by [DECEA3]20%[-], and also has a chance to knock down the enemy.\n\nCannot be crafted. This type of ammunition can be requested from support.",實驗性 [5AFF75]（貧鈾）[-] 自動砲塔彈藥。 \n比常規和改進的砲塔彈藥明顯更強。忽略 [DECEA3]60%[-] 的目標裝甲並穿透最多 [DECEA3]2[-] 個目標。使用時，砲塔退化速度提高[DECEA3]20%[-]，並且有一定幾率擊倒敵人。 \n\n無法製作。可以向支援人員索取此類彈藥。
resourceMutationSamples,items,RareResources,,Zombie mutation samples,殭屍變異樣本
resourceMutationSamplesDesc,items,RareResources,,"An extremely vile-looking substance, and an even worse smelling substance. However, it is an extremely sought-after resource in the outside world. Scientists are still guessing how complex mutations occur and what exactly this is connected with. Now they will be able to significantly speed up their research.\n\nIn exchange, scientists are ready to supply you with the latest technology they have.\n\n[DECEA3]Use the Radio Station to exchange for experimental ammunition sets.[-]",一種看起來極度惡毒的物質，而且是一種更難聞的物質。然而，它在外界卻是一種極為搶手的資源。科學家仍在猜測複雜的突變是如何發生的以及這到底與什麼有關。現在他們將能夠顯著加快他們的研究速度。 \n\n作為交換，科學家們準備向您提供他們擁有的最新技術。 \n\n[DECEA3]使用無線電台交換實驗彈藥組。 [-]
resourceStakeVenom,items,RareResources,,Concentrated poison,Concentrated poison
resourceStakeVenomDesc,items,RareResources,,Used to craft items. Obtained from slain snakes.,Used to craft items. Obtained from slain snakes.
perkTheHuntsmanRank1LongDesc,progression,perk For,,You are on the path of the huntsman. Harvest 20% more resources from animals using any bladed tool or weapon. Obtaining concentrated venom from the bodies of killed snakes.,You are on the path of the huntsman. Harvest 20% more resources from animals using any bladed tool or weapon. Obtaining concentrated venom from the bodies of killed snakes.
resourcePoisonedNail,items,Item,,Poisoned nails,Poisoned nails
resourcePoisonedNailDesc,items,Item,,Nails heavily coated with poison paralyze anyone they hit. They are used as ammunition for the standard or upgraded nail gun.,Nails heavily coated with poison paralyze anyone they hit. They are used as ammunition for the standard or upgraded nail gun.
resourceMutationSamplesBundle,items,RareResources,,Mutation samples bundle,突變樣本包
resourceMutationSamplesBundleDesc,items,RareResources,,"If packaged well, even the most vile odors can be masked. Contains [DECEA3]100[-] units of mutation samples.\n\nRequires skill: [DECEA3]Physician Lv.3[-]",如果包裝得當，即使是最難聞的氣味也可以被掩蓋。包含[DECEA3]100[-]單位突變樣本。 \n\n需要技能：[DECEA3]醫師Lv.3[-]
perkPhysicianRank3LongDesc,progression,perk Int,,"Treated critical injuries heal 50% faster.\nMedical healing items restore 100% more health over time.\nGain 500% more XP using bandages, first aid bandages, first aid kits, and splints.\nCasts instantly heal broken limbs.\n[DECEA3]Mutation sample packs are available for odor neutralization and compact storage.[-]",治療後的重傷癒合速度加快 50%。 \n隨著時間的推移，醫療治療物品可恢復 100% 的生命值。 \n使用繃帶、急救繃帶、急救包和夾板使 XP 增加 500%。 \n石膏可立即治癒骨折的肢體。 \n[DECEA3]突變樣本包可用於中和氣味和緊湊存儲。 [-]
resourceMechanicalPartsImp,items,item,,[DECEA3]Improved[-] mechanical parts,[DECEA3]改良[-]機械部件
resourceMechanicalPartsImpDesc,items,item,,Improved mechanical parts allow you to create more complex items.\nOnly an advanced engineer can create these.\n\nRequires skill: [DECEA3]Advanced Engineering Lv.5[-],改進的機械零件可讓您創建更複雜的物品。 \n只有資深工程師才能創造這些物品。 \n\n需要技能：[DECEA3]高級工程 Lv.5[-]
resourceElectricPartsImp,items,item,,[DECEA3]Improved[-] electric parts,[DECEA3]改良[-]電氣部件
resourceElectricPartsImpDesc,items,item,,Improved electric parts allow you to create more complex items.\nOnly an advanced engineer can create these.\n\nRequires skill: [DECEA3]Advanced Engineering Lv.5[-],改進的電氣部件可讓您創建更複雜的物品。 \n只有資深工程師才能創造這些物品。 \n\n需要技能：[DECEA3]高級工程 Lv.5[-]
waterBottleEmpty,items,item,,Empty Water Bottle,空水瓶
waterBottleEmptyDesc,items,item,,This is a very convenient water collection tank. You can fill it with dirty water from any body of water or use it to collect water in an improved dew collector.,這是一個非常方便的集水箱。您可以用任何水體的髒水填充它，或用它在改進的露水收集器中收集水。
waterBottleDirtyBundle,items,item,,Bottle of dirty water,一瓶髒水
waterBottleDirtyBundleDesc,items,item,,A huge bottle of dirty water. Unpack it to get the water.,一大瓶髒水。打開包裝即可取出水。
waterBottleCleanBundle,items,item,,Bottle of clean water,一瓶乾淨的水
waterBottleCleanBundleDesc,items,item,,A huge bottle of clean water. Unpack it to get the water.,一大瓶乾淨的水。打開包裝即可取出水。
resourceReactorBattery,items,item,,Reactor battery,反應爐電池
resourceReactorBatteryDesc,items,item,,A small homemade battery with some charge left from a battery pack. Used to charge [FFB800]Reactor[-] tools.,一顆自製的小型電池，電池組中還剩下一些電力。用於為[FFB800]Reactor[-]工具充電。
PortableReactor,items,item,,[FFB800]Reactor portable[-],[FFB800]便攜式反應器[-]
PortableReactorDesc,items,item,,Experimental energy technology. The most powerful and long-lasting energy source. [DECEA3]Iron Man[-] is resting.\n\nUsed to create reactor tools and operate powerful energy sources.,實驗能源技術。最強大、最持久的能源。 [DECEA3]鋼鐵人[-]正在休息。 \n\n用於製造反應器工具並操作強大的能源。
electricwirerelayImp,blocks,Electricity,,[DECEA3]Improved[-] Electric Wire Relay,[DECEA3]改良的[-]電線繼電器
electricwirerelayImpDesc,blocks,Electricity,,Used to connect and extend wires between electrical components. Improved alloys make the component significantly lighter and increase its strength.\n\nRepairable with steel.,用於連接和延長電氣元件之間的電線。改進的合金使部件明顯更輕並提高了強度。 \n\n可用鋼修復。
electrictimerrelayImp,blocks,Electricity,,[DECEA3]Improved[-] Electric Timer Relay,[DECEA3]改良的[-]電動定時器繼電器
electrictimerrelayImpDesc,blocks,Electricity,,Wire up one of these to trigger events based on the time of day. Improved alloys make the component significantly lighter and increase its strength.\n\nRepairable with steel and electrical parts.,連接其中一個以根據一天中的時間觸發事件。改進的合金使部件顯著減輕並提高了強度。 \n\n可用鋼和電氣零件修復。
switchImp,blocks,Electricity,,[DECEA3]Improved[-] Switch,[DECEA3]改良的[-]開關
switchImpDesc,blocks,Electricity,,Used to trigger electrical events when activated. Improved alloys make the component significantly lighter and increase its strength.\n\nRepairable with steel and electrical parts.,用於在啟動時觸發電氣事件。改進的合金使部件顯著減輕並提高了強度。 \n\n可用鋼和電氣零件修復。
motionsensorImp,blocks,Electricity,,[DECEA3]Improved[-] Motion Sensor,[DECEA3]改良的[-]運動感測器
motionsensorImpDesc,blocks,Electricity,,Used to trigger electrical events when motion is detected. Improved alloys make the component significantly lighter and increase its strength. Improved optics also increase the detection radius and range.\n\nRepairable with steel and electrical parts.,用於在偵測到運動時觸發電氣事件。改進的合金使部件顯著減輕並提高了強度。改進的光學器件還增加了檢測半徑和範圍。 \n\n可用鋼和電氣零件修復。
bladeTrapImp,blocks,Electricity,,[DECEA3]Improved[-] Blade Trap,[DECEA3]改良[-]刀片陷阱
bladeTrapImpDesc,blocks,Electricity,,"Now that's a real blender. Don't stand next to it, or it's going to splash. The upgrade increases the trap's durability, damage, and explosion resistance by [DECEA3]60%[-].\n\nRepairable with steel.",現在那是一個真正的攪拌機。不要站在它旁邊，否則它會濺水。升級將陷阱的耐用性、傷害和防爆性提高了 [DECEA3]60%[-]。 \n\n可用鋼修復。
bladeTrapExp,blocks,Electricity,,[FF6666]Experimental[-] Blade Trap,[FF6666]實驗[-] 刀片陷阱
bladeTrapExpDesc,blocks,Electricity,,"It's better to look at it from the side. Turn it on — wait a minute — and see what happens! The upgrade significantly increases the trap's durability, damage, and explosion resistance by [DECEA3]90%[-]. But the energy consumption for this monster is also significant.\n\nRepairable with [E9653B]super-strong alloys[-].",最好從側面看。打開它——等一下——看看會發生什麼！升級顯著提高了陷阱的耐用性、傷害和防爆能力 [DECEA3]90%[-]。但這個怪物的能量消耗也很大。 \n\n可用[E9653B]超強合金[-]修復。
electricfencepostImp,blocks,Electricity,,[DECEA3]Improved[-] Electric Fence Post,[DECEA3]改良[-]電柵欄柱
electricfencepostImpDesc,blocks,Electricity,,"Connect [DECEA3]2[-] or more parts. High voltage supplied through the wires will throw back anyone who touches them. That's for sure — Don't touch! It will kill!\nThe upgrade increases the trap's durability, damage, and explosion resistance by [DECEA3]40%[-].\n\nRepairable with electrical parts.",連接 [DECEA3]2[-] 或更多零件。透過電線提供的高壓會將任何接觸它們的人擊退。這是肯定的－不要碰！它會致命！ \n升級將陷阱的耐用性、傷害和防爆性提高了 [DECEA3]40%[-]。 \n\n可用電氣零件修復。
electricfencepostExp,blocks,Electricity,,[FF6666]Experimental[-] Electric Fence Post,[FF6666]實驗性[-] 電圍欄柱
electricfencepostExpDesc,blocks,Electricity,,"Connect [DECEA3]2[-] or more parts. Extreme voltage supplied through the wires will not leave a chance for anyone. The main thing is not to accidentally touch it yourself! Zombie barbecue takes on a new meaning.\nThe upgrade increases the trap's durability, damage, and explosion resistance by [DECEA3]40%[-]. Power consumption is significantly increased.\n\nRepairable with improved electrical parts.",連接 [DECEA3]2[-] 或更多零件。透過電線提供的極端電壓不會給任何人留下機會。最主要的是自己不要不小心碰到！殭屍燒烤有了新的意義。 \n升級將陷阱的耐用性、傷害和爆炸抗性提高了 [DECEA3]40%[-]。功耗顯著增加。 \n\n可透過改良的電氣部件進行修復。
autoTurret_44,blocks,Electricity,,Auto Turret .44,自動砲塔.44
autoTurret_44Desc,blocks,Electricity,,A version of the automatic turret adapted for .44 caliber cartridges.\n\nEnemies won't be happy about this upgrade.,適用於 0.44 口徑彈藥筒的自動砲塔版本。 \n\n敵人不會對此升級感到高興。
autoTurret_762,blocks,Electricity,,Auto Turret 7.62 mm,自動砲塔 7.62 毫米
autoTurret_762Desc,blocks,Electricity,,"A version of the automatic turret adapted for 7.62 mm caliber cartridges.\n\nIt's better not to catch her eye, even from afar.",適用於 7.62 公釐口徑彈藥筒的自動砲塔版本。 \n\n最好不要引起她的注意，即使是從遠處看也是如此。
autoTurretImp_9mm,blocks,Electricity,,[DECEA3]Improved[-] Auto Turret 9 mm,[DECEA3]改良[-]自動砲塔 9 毫米
autoTurretImp_9mmDesc,blocks,Electricity,,An improved version of the automatic turret for 9 mm ammunition. All firing characteristics have been improved.\n\nEnemies won't be happy about this upgrade.,9毫米彈藥自動砲塔的改良版本。所有射擊特性都得到了改進。 \n\n敵人不會對此升級感到高興。
autoTurretLeg_9mm,blocks,Electricity,,[FF6666]Experimental[-] Auto Turret 9 mm,[FF6666]實驗[-] 自動砲塔 9 毫米
autoTurretLeg_9mmDesc,blocks,Electricity,,"An experimental version of the 9 mm automatic turret, adapted exclusively for [5AFF75](Depleted Uranium)[-] ammunition. All firing characteristics have been significantly improved.\n\nIt's best not to even look.",9 毫米自動砲塔的實驗版本，專門適用於 [5AFF75]（貧鈾）[-] 彈藥。所有射擊特性都得到了顯著改善。 \n\n最好不要看。
autoTurretImp_44,blocks,Electricity,,[DECEA3]Improved[-] Auto Turret .44,[DECEA3]改良[-] 自動砲塔 .44
