Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
AECDruidMinionWolfAggroT17,entityclasses,Entity,,,,[FFAA33]T17 Ascendant[-] Druid Wolf,,,,,,,,,,,,[FFAA33]T17 飞升级[-] 德鲁伊狼,[FFAA33]T17 Ascendant[-] Druid Wolf
AECDruidMinionZombieBearT17,entityclasses,Entity,,,,[FFAA33]T17 Ascendant[-] Druid Zombie Bear,,,,,,,,,,,,[FFAA33]T17 飞升级[-] 德鲁伊尸熊,[FFAA33]T17 Ascendant[-] Druid Zombie Bear
AECSheriffWolfMinion01T17,entityclasses,Entity,,,,[FFAA33]T17 Ascendant[-] Sheriff Wolf,,,,,,,,,,,,[FFAA33]T17 飞升级[-] 警长战狼,[FFAA33]T17 Ascendant[-] Sheriff Wolf
AECZombieArleneTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Arlene,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 阿琳,[55FFFF]T18 Eternal[-] Arlene
AECZombieBikerTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Biker,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 摩托车手,[55FFFF]T18 Eternal[-] Biker
AECZombieBoeTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Boe,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 波,[55FFFF]T18 Eternal[-] Boe
AECZombieBowlerTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Bowler,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 保龄球手,[55FFFF]T18 Eternal[-] Bowler
AECZombieBurntTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Burnt Zombie,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 焦尸,[55FFFF]T18 Eternal[-] Burnt Zombie
AECZombieBusinessManTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Business Man,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 商务人士,[55FFFF]T18 Eternal[-] Business Man
AECZombieChuckTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Chuck,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 查克,[55FFFF]T18 Eternal[-] Chuck
AECZombieDarleneTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Darlene,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 达琳,[55FFFF]T18 Eternal[-] Darlene
AECZombieDemolitionTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Demolisher,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 爆破者,[55FFFF]T18 Eternal[-] Demolisher
AECZombieFatCopTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Fat Cop,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 肥胖警察,[55FFFF]T18 Eternal[-] Fat Cop
AECZombieFatHawaiianTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Fat Hawaiian,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 肥胖夏威夷人,[55FFFF]T18 Eternal[-] Fat Hawaiian
AECZombieFemaleFatTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Fat Female,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 肥胖女尸,[55FFFF]T18 Eternal[-] Fat Female
AECZombieInmateTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Inmate,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 囚犯,[55FFFF]T18 Eternal[-] Inmate
AECZombieJanitorTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Janitor,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 清洁工,[55FFFF]T18 Eternal[-] Janitor
AECZombieJoeTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Joe,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 乔,[55FFFF]T18 Eternal[-] Joe
AECZombieLabTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Lab Zombie,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 实验室僵尸,[55FFFF]T18 Eternal[-] Lab Zombie
AECZombieLumberjackTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Lumberjack,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 伐木工,[55FFFF]T18 Eternal[-] Lumberjack
AECZombieMaleHazmatTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Hazmat Zombie,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 防化服僵尸,[55FFFF]T18 Eternal[-] Hazmat Zombie
AECZombieMarleneTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Marlene,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 玛琳,[55FFFF]T18 Eternal[-] Marlene
AECZombieMoeTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Moe,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 莫,[55FFFF]T18 Eternal[-] Moe
AECZombieMutatedTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Mutated Zombie,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 变异僵尸,[55FFFF]T18 Eternal[-] Mutated Zombie
AECZombieNurseTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Nurse,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 护士,[55FFFF]T18 Eternal[-] Nurse
AECZombiePartyGirlTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Party Girl,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 派对女孩,[55FFFF]T18 Eternal[-] Party Girl
AECZombiePlagueSpitterTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Plague Spitter,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 瘟疫喷吐者,[55FFFF]T18 Eternal[-] Plague Spitter
AECZombieRancherTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Rancher,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 牧场主,[55FFFF]T18 Eternal[-] Rancher
AECZombieScreamerTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Screamer,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 尖叫者,[55FFFF]T18 Eternal[-] Screamer
AECZombieSkateboarderTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Skateboarder,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 滑板手,[55FFFF]T18 Eternal[-] Skateboarder
AECZombieSoldierTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Soldier,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 士兵,[55FFFF]T18 Eternal[-] Soldier
AECZombieSpiderTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Spider Zombie,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 蜘蛛僵尸,[55FFFF]T18 Eternal[-] Spider Zombie
AECZombieSteveCrawlerTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Steve Crawler,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 爬行者史蒂夫,[55FFFF]T18 Eternal[-] Steve Crawler
AECZombieSteveTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Steve,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 史蒂夫,[55FFFF]T18 Eternal[-] Steve
AECZombieTomClarkTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Tom Clark,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 汤姆·克拉克,[55FFFF]T18 Eternal[-] Tom Clark
AECZombieUtilityWorkerTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Utility Worker,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 公用事业工人,[55FFFF]T18 Eternal[-] Utility Worker
AECZombieWightFeralTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Feral Wight,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 狂暴尸王,[55FFFF]T18 Eternal[-] Feral Wight
AECZombieYoTier18Eternal,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Yo,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 尤,[55FFFF]T18 Eternal[-] Yo
bossAECDumdumT18,entityclasses,Entity,,,,[00D8FF]BOSS[-] Dumdum T18,,,,,,,,,,,,[00D8FF]首领[-] 呆呆 T18,[00D8FF]BOSS[-] Dumdum T18
RunningKamikazeT18,entityclasses,Entity,,,,[FFAA00]BOSS[-] RunningKamikaze T18,,,,,,,,,,,,[FFAA00]首领[-] 狂奔神风者 T18,[FFAA00]BOSS[-] RunningKamikaze T18
AECDoomlordDemolishmanBossT18,entityclasses,Entity,,,,Doomlord Demolishman Boss T18,,,,,,,,,,,,末日领主爆破者首领 T18,Doomlord Demolishman Boss T18
AECTheWitchAngelBossT18,entityclasses,Entity,,,,The Witch T18,,,,,,,,,,,,女巫 T18,The Witch T18
AECElectricDemonRunnerBossT18,entityclasses,Entity,,,,[00C8FF]BOSS[-] Electric Demon T18,,,,,,,,,,,,[00C8FF]首领[-] 电能恶魔 T18,[00C8FF]BOSS[-] Electric Demon T18
AECExplosiveEagleBossT18,entityclasses,Entity,,,,[FF6A00]BOSS[-] Explosive Eagle T18,,,,,,,,,,,,[FF6A00]首领[-] 爆破之鹰 T18,[FF6A00]BOSS[-] Explosive Eagle T18
AECHammerGuardianT18,entityclasses,Entity,,,,The Hammer Guardian T18,,,,,,,,,,,,巨锤守卫 T18,The Hammer Guardian T18
AECTheMechanicianBossT18,entityclasses,Entity,,,,[FF4500]BOSS[-] The Mechanician T18,,,,,,,,,,,,[FF4500]首领[-] 机械师 T18,[FF4500]BOSS[-] The Mechanician T18
AECTheDruidBossT18,entityclasses,Entity,,,,[FF4500]BOSS[-] The Druid T18,,,,,,,,,,,,[FF4500]首领[-] 德鲁伊 T18,[FF4500]BOSS[-] The Druid T18
AECTheExecutionerBossT18,entityclasses,Entity,,,,[FF4500]BOSS[-] The Executioner T18,,,,,,,,,,,,[FF4500]首领[-] 刽子手 T18,[FF4500]BOSS[-] The Executioner T18
AECPartyBeachBossT18,entityclasses,Entity,,,,[FF69B4]BOSS[-] Party Beach T18,,,,,,,,,,,,[FF69B4]首领[-] 海滩派对 T18,[FF69B4]BOSS[-] Party Beach T18
AECMykirBossT18,entityclasses,Entity,,,,[4CFF4C]BOSS[-] Mykir the Spider Demon T18,,,,,,,,,,,,[4CFF4C]首领[-] 迈基尔蜘蛛恶魔 T18,[4CFF4C]BOSS[-] Mykir the Spider Demon T18
AECHellskyliBossT18,entityclasses,Entity,,,,[FF6A00]BOSS[-] Hellskyli the Burning Demon T18,,,,,,,,,,,,[FF6A00]首领[-] 赫尔斯凯利燃烧恶魔 T18,[FF6A00]BOSS[-] Hellskyli the Burning Demon T18
AECRockbreakerBossT18,entityclasses,Entity,,,,[A0A0A0]BOSS[-] Rockbreaker T18,,,,,,,,,,,,[A0A0A0]首领[-] 碎岩者 T18,[A0A0A0]BOSS[-] Rockbreaker T18
AECSingerieBossT18,entityclasses,Entity,,,,[3CB371]BOSS[-] Singerie T18,,,,,,,,,,,,[3CB371]首领[-] 歌姬 T18,[3CB371]BOSS[-] Singerie T18
AECGhostBossT18,entityclasses,Entity,,,,[CDD7E3]The Ghost T18[-],,,,,,,,,,,,[CDD7E3]幽灵 T18[-],[CDD7E3]The Ghost T18[-]
AECSirenHeadBossT18,entityclasses,Entity,,,,[B85C38]BOSS[-] Siren Head T18,,,,,,,,,,,,[B85C38]首领[-] 警笛头 T18,[B85C38]BOSS[-] Siren Head T18
AECMushroomBossT18,entityclasses,Entity,,,,Mushroom Boss T18,,,,,,,,,,,,蘑菇怪首领 T18,Mushroom Boss T18
AECTheArcherBossT18,entityclasses,Entity,,,,The Archer Boss T18,,,,,,,,,,,,弓手首领 T18,The Archer Boss T18
AECSheriffBossT18,entityclasses,Entity,,,,The Sheriff T18,,,,,,,,,,,,警长 T18,The Sheriff T18
AECHeadlessBossT18,entityclasses,Entity,,,,[FF2A2A]The Headless T18[-],,,,,,,,,,,,[FF2A2A]无头者 T18[-],[FF2A2A]The Headless T18[-]
AECDruidMinionBearT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid Bear,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊熊,[55FFFF]T18 Eternal[-] Druid Bear
AECDruidMinionBoarAggroT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid Boar,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊野猪,[55FFFF]T18 Eternal[-] Druid Boar
AECDruidMinionBossBoarT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid Boss Boar,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊首领野猪,[55FFFF]T18 Eternal[-] Druid Boss Boar
AECDruidMinionC4WolfT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid C4 Wolf,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊爆破狼,[55FFFF]T18 Eternal[-] Druid C4 Wolf
AECDruidMinionDireWolfT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid Dire Wolf,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊恐狼,[55FFFF]T18 Eternal[-] Druid Dire Wolf
AECDruidMinionWolfAggroT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid Wolf,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊狼,[55FFFF]T18 Eternal[-] Druid Wolf
AECDruidMinionZombieBearT18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Druid Zombie Bear,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 德鲁伊尸熊,[55FFFF]T18 Eternal[-] Druid Zombie Bear
AECSheriffWolfMinion01T18,entityclasses,Entity,,,,[55FFFF]T18 Eternal[-] Sheriff Wolf,,,,,,,,,,,,[55FFFF]T18 永恒级[-] 警长战狼,[55FFFF]T18 Eternal[-] Sheriff Wolf
AECZombieArleneTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Arlene,,,,,,,,,,,,[FF3333]T19 末日级[-] 阿琳,[FF3333]T19 Apocalyptic[-] Arlene
AECZombieBikerTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Biker,,,,,,,,,,,,[FF3333]T19 末日级[-] 摩托车手,[FF3333]T19 Apocalyptic[-] Biker
AECZombieBoeTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Boe,,,,,,,,,,,,[FF3333]T19 末日级[-] 波,[FF3333]T19 Apocalyptic[-] Boe
AECZombieBowlerTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Bowler,,,,,,,,,,,,[FF3333]T19 末日级[-] 保龄球手,[FF3333]T19 Apocalyptic[-] Bowler
AECZombieBurntTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Burnt Zombie,,,,,,,,,,,,[FF3333]T19 末日级[-] 焦尸,[FF3333]T19 Apocalyptic[-] Burnt Zombie
AECZombieBusinessManTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Business Man,,,,,,,,,,,,[FF3333]T19 末日级[-] 商务人士,[FF3333]T19 Apocalyptic[-] Business Man
AECZombieChuckTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Chuck,,,,,,,,,,,,[FF3333]T19 末日级[-] 查克,[FF3333]T19 Apocalyptic[-] Chuck
AECZombieDarleneTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Darlene,,,,,,,,,,,,[FF3333]T19 末日级[-] 达琳,[FF3333]T19 Apocalyptic[-] Darlene
AECZombieDemolitionTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Demolisher,,,,,,,,,,,,[FF3333]T19 末日级[-] 爆破者,[FF3333]T19 Apocalyptic[-] Demolisher
AECZombieFatCopTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Fat Cop,,,,,,,,,,,,[FF3333]T19 末日级[-] 肥胖警察,[FF3333]T19 Apocalyptic[-] Fat Cop
AECZombieFatHawaiianTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Fat Hawaiian,,,,,,,,,,,,[FF3333]T19 末日级[-] 肥胖夏威夷人,[FF3333]T19 Apocalyptic[-] Fat Hawaiian
AECZombieFemaleFatTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Fat Female,,,,,,,,,,,,[FF3333]T19 末日级[-] 肥胖女尸,[FF3333]T19 Apocalyptic[-] Fat Female
AECZombieInmateTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Inmate,,,,,,,,,,,,[FF3333]T19 末日级[-] 囚犯,[FF3333]T19 Apocalyptic[-] Inmate
AECZombieJanitorTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Janitor,,,,,,,,,,,,[FF3333]T19 末日级[-] 清洁工,[FF3333]T19 Apocalyptic[-] Janitor
AECZombieJoeTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Joe,,,,,,,,,,,,[FF3333]T19 末日级[-] 乔,[FF3333]T19 Apocalyptic[-] Joe
AECZombieLabTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Lab Zombie,,,,,,,,,,,,[FF3333]T19 末日级[-] 实验室僵尸,[FF3333]T19 Apocalyptic[-] Lab Zombie
AECZombieLumberjackTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Lumberjack,,,,,,,,,,,,[FF3333]T19 末日级[-] 伐木工,[FF3333]T19 Apocalyptic[-] Lumberjack
AECZombieMaleHazmatTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Hazmat Zombie,,,,,,,,,,,,[FF3333]T19 末日级[-] 防化服僵尸,[FF3333]T19 Apocalyptic[-] Hazmat Zombie
AECZombieMarleneTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Marlene,,,,,,,,,,,,[FF3333]T19 末日级[-] 玛琳,[FF3333]T19 Apocalyptic[-] Marlene
AECZombieMoeTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Moe,,,,,,,,,,,,[FF3333]T19 末日级[-] 莫,[FF3333]T19 Apocalyptic[-] Moe
AECZombieMutatedTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Mutated Zombie,,,,,,,,,,,,[FF3333]T19 末日级[-] 变异僵尸,[FF3333]T19 Apocalyptic[-] Mutated Zombie
AECZombieNurseTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Nurse,,,,,,,,,,,,[FF3333]T19 末日级[-] 护士,[FF3333]T19 Apocalyptic[-] Nurse
AECZombiePartyGirlTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Party Girl,,,,,,,,,,,,[FF3333]T19 末日级[-] 派对女孩,[FF3333]T19 Apocalyptic[-] Party Girl
AECZombiePlagueSpitterTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Plague Spitter,,,,,,,,,,,,[FF3333]T19 末日级[-] 瘟疫喷吐者,[FF3333]T19 Apocalyptic[-] Plague Spitter
AECZombieRancherTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Rancher,,,,,,,,,,,,[FF3333]T19 末日级[-] 牧场主,[FF3333]T19 Apocalyptic[-] Rancher
AECZombieScreamerTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Screamer,,,,,,,,,,,,[FF3333]T19 末日级[-] 尖叫者,[FF3333]T19 Apocalyptic[-] Screamer
AECZombieSkateboarderTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Skateboarder,,,,,,,,,,,,[FF3333]T19 末日级[-] 滑板手,[FF3333]T19 Apocalyptic[-] Skateboarder
AECZombieSoldierTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Soldier,,,,,,,,,,,,[FF3333]T19 末日级[-] 士兵,[FF3333]T19 Apocalyptic[-] Soldier
AECZombieSpiderTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Spider Zombie,,,,,,,,,,,,[FF3333]T19 末日级[-] 蜘蛛僵尸,[FF3333]T19 Apocalyptic[-] Spider Zombie
AECZombieSteveCrawlerTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Steve Crawler,,,,,,,,,,,,[FF3333]T19 末日级[-] 爬行者史蒂夫,[FF3333]T19 Apocalyptic[-] Steve Crawler
AECZombieSteveTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Steve,,,,,,,,,,,,[FF3333]T19 末日级[-] 史蒂夫,[FF3333]T19 Apocalyptic[-] Steve
AECZombieTomClarkTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Tom Clark,,,,,,,,,,,,[FF3333]T19 末日级[-] 汤姆·克拉克,[FF3333]T19 Apocalyptic[-] Tom Clark
AECZombieUtilityWorkerTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Utility Worker,,,,,,,,,,,,[FF3333]T19 末日级[-] 公用事业工人,[FF3333]T19 Apocalyptic[-] Utility Worker
AECZombieWightFeralTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Feral Wight,,,,,,,,,,,,[FF3333]T19 末日级[-] 狂暴尸王,[FF3333]T19 Apocalyptic[-] Feral Wight
AECZombieYoTier19Apocalyptic,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Yo,,,,,,,,,,,,[FF3333]T19 末日级[-] 尤,[FF3333]T19 Apocalyptic[-] Yo
bossAECDumdumT19,entityclasses,Entity,,,,[00D8FF]BOSS[-] Dumdum T19,,,,,,,,,,,,[00D8FF]首领[-] 呆呆 T19,[00D8FF]BOSS[-] Dumdum T19
RunningKamikazeT19,entityclasses,Entity,,,,[FFAA00]BOSS[-] RunningKamikaze T19,,,,,,,,,,,,[FFAA00]首领[-] 狂奔神风者 T19,[FFAA00]BOSS[-] RunningKamikaze T19
AECDoomlordDemolishmanBossT19,entityclasses,Entity,,,,Doomlord Demolishman Boss T19,,,,,,,,,,,,末日领主爆破者首领 T19,Doomlord Demolishman Boss T19
AECTheWitchAngelBossT19,entityclasses,Entity,,,,The Witch T19,,,,,,,,,,,,女巫 T19,The Witch T19
AECElectricDemonRunnerBossT19,entityclasses,Entity,,,,[00C8FF]BOSS[-] Electric Demon T19,,,,,,,,,,,,[00C8FF]首领[-] 电能恶魔 T19,[00C8FF]BOSS[-] Electric Demon T19
AECExplosiveEagleBossT19,entityclasses,Entity,,,,[FF6A00]BOSS[-] Explosive Eagle T19,,,,,,,,,,,,[FF6A00]首领[-] 爆破之鹰 T19,[FF6A00]BOSS[-] Explosive Eagle T19
AECHammerGuardianT19,entityclasses,Entity,,,,The Hammer Guardian T19,,,,,,,,,,,,巨锤守卫 T19,The Hammer Guardian T19
AECTheMechanicianBossT19,entityclasses,Entity,,,,[FF4500]BOSS[-] The Mechanician T19,,,,,,,,,,,,[FF4500]首领[-] 机械师 T19,[FF4500]BOSS[-] The Mechanician T19
AECTheDruidBossT19,entityclasses,Entity,,,,[FF4500]BOSS[-] The Druid T19,,,,,,,,,,,,[FF4500]首领[-] 德鲁伊 T19,[FF4500]BOSS[-] The Druid T19
AECTheExecutionerBossT19,entityclasses,Entity,,,,[FF4500]BOSS[-] The Executioner T19,,,,,,,,,,,,[FF4500]首领[-] 刽子手 T19,[FF4500]BOSS[-] The Executioner T19
AECPartyBeachBossT19,entityclasses,Entity,,,,[FF69B4]BOSS[-] Party Beach T19,,,,,,,,,,,,[FF69B4]首领[-] 海滩派对 T19,[FF69B4]BOSS[-] Party Beach T19
AECMykirBossT19,entityclasses,Entity,,,,[4CFF4C]BOSS[-] Mykir the Spider Demon T19,,,,,,,,,,,,[4CFF4C]首领[-] 迈基尔蜘蛛恶魔 T19,[4CFF4C]BOSS[-] Mykir the Spider Demon T19
AECHellskyliBossT19,entityclasses,Entity,,,,[FF6A00]BOSS[-] Hellskyli the Burning Demon T19,,,,,,,,,,,,[FF6A00]首领[-] 赫尔斯凯利燃烧恶魔 T19,[FF6A00]BOSS[-] Hellskyli the Burning Demon T19
AECRockbreakerBossT19,entityclasses,Entity,,,,[A0A0A0]BOSS[-] Rockbreaker T19,,,,,,,,,,,,[A0A0A0]首领[-] 碎岩者 T19,[A0A0A0]BOSS[-] Rockbreaker T19
AECSingerieBossT19,entityclasses,Entity,,,,[3CB371]BOSS[-] Singerie T19,,,,,,,,,,,,[3CB371]首领[-] 歌姬 T19,[3CB371]BOSS[-] Singerie T19
AECGhostBossT19,entityclasses,Entity,,,,[CDD7E3]The Ghost T19[-],,,,,,,,,,,,[CDD7E3]幽灵 T19[-],[CDD7E3]The Ghost T19[-]
AECSirenHeadBossT19,entityclasses,Entity,,,,[B85C38]BOSS[-] Siren Head T19,,,,,,,,,,,,[B85C38]首领[-] 警笛头 T19,[B85C38]BOSS[-] Siren Head T19
AECMushroomBossT19,entityclasses,Entity,,,,Mushroom Boss T19,,,,,,,,,,,,蘑菇怪首领 T19,Mushroom Boss T19
AECTheArcherBossT19,entityclasses,Entity,,,,The Archer Boss T19,,,,,,,,,,,,弓手首领 T19,The Archer Boss T19
AECSheriffBossT19,entityclasses,Entity,,,,The Sheriff T19,,,,,,,,,,,,警长 T19,The Sheriff T19
AECHeadlessBossT19,entityclasses,Entity,,,,[FF2A2A]The Headless T19[-],,,,,,,,,,,,[FF2A2A]无头者 T19[-],[FF2A2A]The Headless T19[-]
AECDruidMinionBearT19,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Druid Bear,,,,,,,,,,,,[FF3333]T19 末日级[-] 德鲁伊熊,[FF3333]T19 Apocalyptic[-] Druid Bear
AECDruidMinionBoarAggroT19,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Druid Boar,,,,,,,,,,,,[FF3333]T19 末日级[-] 德鲁伊野猪,[FF3333]T19 Apocalyptic[-] Druid Boar
AECDruidMinionBossBoarT19,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Druid Boss Boar,,,,,,,,,,,,[FF3333]T19 末日级[-] 德鲁伊首领野猪,[FF3333]T19 Apocalyptic[-] Druid Boss Boar
AECDruidMinionC4WolfT19,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Druid C4 Wolf,,,,,,,,,,,,[FF3333]T19 末日级[-] 德鲁伊爆破狼,[FF3333]T19 Apocalyptic[-] Druid C4 Wolf
AECDruidMinionDireWolfT19,entityclasses,Entity,,,,[FF3333]T19 Apocalyptic[-] Druid Dire Wolf,,,,,,,,,,,,[FF3333]T19 末日级[-] 德鲁伊恐狼,[FF3333]T19 Apocalyptic[-] Druid Dire Wolf
