Key,File,Type,UsedInMainMenu,english,schinese
questAECPartyBeachDefense_offer,quests,,,Defense contract. Party Beach is pushing on a position with fast-moving businessmen in front. Hold through the timed waves and put the boss down.,激活集结点并放置诱饵，抵御海滩狂欢者部队。
questAECPartyBeachDefense_statement,quests,,,"Reach the location, hold through the timed waves, and kill Party Beach.",先清除兴趣点内的敌人，抵御海滩狂欢者部队。
questAECPartyBeachDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-],AEC 首领战 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECPartyBeachDefense_completion,quests,,,The position held. Good work.,阵地守住了，干得好。
questAECPartyBeach_obj_wave1,quests,,,Survive wave 1,挺过第 1 波
questAECPartyBeach_obj_wave2,quests,,,Survive wave 2,挺过第 2 波
questAECPartyBeach_obj_wave3,quests,,,Survive wave 3,挺过第 3 波
questAECPartyBeach_obj_wave4,quests,,,Survive wave 4,挺过第 4 波
questAECPartyBeach_obj_wave5,quests,,,Survive wave 5,挺过第 5 波
questAECPartyBeachHunt_obj_kill,quests,,,Kill BOSS Party Beach,击杀首领海滩派对
questAECPartyBeachDefense_obj_kill,quests,,,Kill BOSS Party Beach,击杀首领海滩派对
eventAECPartyBeachWave1_msg,gameevents,,,WAVE 1: Party Beach is sending in the first wave of businessmen!,第1波：海滩狂欢者派出了第一批商人感染者！
eventAECPartyBeachWave2_msg,gameevents,,,WAVE 2: Feral businessmen are sprinting into the party zone!,第2波：凶暴商人正冲进狂欢区域！
eventAECPartyBeachWave3_msg,gameevents,,,WAVE 3: Radiated and charged businessmen are crashing the party zone!,第3波：辐射与充能商人正在冲击狂欢区域！
eventAECPartyBeachWave4_msg,gameevents,,,WAVE 4: More charged suits are piling onto the beach!,第4波：更多充能西装感染者涌上了海滩！
eventAECPartyBeachWave5_msg,gameevents,,,WAVE 5: Final suit rush. Hold the line before Party Beach arrives!,第5波：西装感染者的最后冲锋。在海滩狂欢者出现前守住防线！
eventAECPartyBeachHuntArrival_msg,gameevents,,,ALERT: Party Beach has been spotted in the area. Survive the suit rush before the boss appears.,警报：附近发现海滩狂欢者。在首领出现前抵御西装感染者的冲锋。
eventAECPartyBeachHuntBossSpawn_msg,gameevents,,,"BOSS: Party Beach is here. Expect purse throws, leap pressure, and close-range chaos.",首领：海滩狂欢者已经出现。小心手提包投掷、跳跃压制和混乱的近身攻击。
eventAECPartyBeachDefenseArrival_msg,gameevents,,,DEFENSE: Party Beach is moving on this location. Hold through the businessman waves.,防守：海滩狂欢者正在向这里移动，撑过商人感染者波次。
eventAECPartyBeachDefenseBossSpawn_msg,gameevents,,,BOSS: Party Beach has reached the defense point. End the party now.,首领：海滩狂欢者抵达防守点，现在就结束这场狂欢。
AECRockbreakerBoss,entityclasses,Entity,,[A0A0A0]BOSS[-] Rockbreaker,[A0A0A0]首领[-] 碎岩者
AECRockbreakerLootBag,entityclasses,Entity,,[A0A0A0]BOSS[-] Rockbreaker Loot Bag,[A0A0A0]首领[-] 碎岩者战利品袋
AECRockbreakerBossDesc,entities,,,"A colossus of living stone and mineral fury. Once a miner, now an abomination encrusted in coal lead nitrate and shale, with tools fused into its spine. It hurls boulders with brutal accuracy and grows faster as it weakens.",由活体岩石与矿物狂怒构成的巨像。它曾是一名矿工，如今却变成了被煤炭、铅、硝酸盐和页岩包裹的怪物，工具也与脊柱熔为一体。它能极其精准地投掷巨石，而且伤势越重，行动速度越快。
itemAECRockbreakerHuntBundle,,,,[A0A0A0]AEC[-] [FFD700]Rockbreaker Mutation Sample Cache[-],[A0A0A0]AEC[-] [FFD700]碎岩者变异样本储备箱[-]
itemAECRockbreakerHuntBundle_desc,,,,"Open to receive random mutation samples from Rockbreaker: arm, leg, torso, head, or the rare core.",打开后可获得来自碎岩者的随机变异样本：手臂、腿、躯干、头部，或稀有的核心。
itemAECRockbreakerDefenseBundle,,,,[A0A0A0]AEC[-] [C9B37E]Rockbreaker Defense Bundle[-],[A0A0A0]AEC[-] [C9B37E]碎岩者防守礼包[-]
itemAECRockbreakerDefenseBundle_desc,,,,Open to receive mutation samples recovered after holding a position against Rockbreaker.,打开后可获得碎岩者变异样本以及对应的契约补给奖励。
itemAECRockbreakerDoubleBundle,,,,[FF0000]AEC[-] [FFD700]Double Break Mutation Sample Cache[-],[FF0000]AEC[-] [FFD700]双重破坏变异样本储备箱[-]
itemAECRockbreakerDoubleBundle_desc,,,,"Open to receive mutation samples from the Double Break contract. Two Rockbreakers, one payout.",打开后可获得碎岩者变异样本以及对应的契约补给奖励。
itemAECRockbreakerHuntContract,,,,[FFD700]AEC Hazard 4 |[-] [FFD700]Rockbreaker Contract | Boss Hunt[-],[FFD700]AEC 危险度 4 |[-] [FFD700]碎岩者契约 | 首领猎杀[-]
itemAECRockbreakerHuntContract_desc,,,,"A bounty contract for Rockbreaker. Trigger the lure, survive five timed worker waves, then bring the quarry down.",碎岩者悬赏契约。触发诱饵，抵御五波限时工人感染者，然后击杀采石场中的目标。
itemAECRockbreakerDefenseContract,,,,[FFD700]AEC Hazard 4 |[-] [FFD700]Rockbreaker Contract | Boss Defense[-],[FFD700]AEC 危险度 4 |[-] [FFD700]碎岩者契约 | 首领防守[-]
itemAECRockbreakerDefenseContract_desc,,,,"A defense contract. Reach the location first, hold through three timed worker waves, and stop Rockbreaker.",据点防守契约：先清除并守住指定兴趣点，抵御3波碎岩者部队。
itemAECRockbreakerDoubleContract,,,,[C77DFF]AEC Hazard 6 |[-] [FFD700]Rockbreaker Contract | Double Break[-],[C77DFF]AEC 危险度 6 |[-] [FFD700]碎岩者契约 | 双重破坏[-]
itemAECRockbreakerDoubleContract_desc,,,,"A nightmare quarry contract. Survive five timed worker waves, then kill two Rockbreakers that surface together.",契约契约：放置信号诱饵，抵御5波碎岩者部队，然后击杀首领。
questAECRockbreakerHunt_name,quests,,,[A0A0A0]Hunt: Rockbreaker[-],[A0A0A0]猎杀: 碎岩者[-]
questAECRockbreakerHunt_subtitle,quests,,,T4 Boss Hunt,T4 首领猎杀
questAECRockbreakerHunt_description,quests,,,"Activate the rally, place the lure, survive five timed worker waves, and destroy Rockbreaker.",激活集结点并放置诱饵，抵御五波限时工人感染者，然后消灭碎岩者。
questAECRockbreakerHunt_offer,quests,,,"Quarry contract. Rockbreaker is moving through the wild. Find it, trigger the rally, place the lure, survive five timed worker waves, and bring it down.",采石场契约。碎岩者正在荒野中移动。找到它，触发集结点并放置诱饵，抵御五波限时工人感染者后将其击杀。
questAECRockbreakerHunt_statement,quests,,,"I will activate the rally, place the lure, survive the timed waves, and kill Rockbreaker.",我会激活集结点并放置诱饵，抵御所有波次，然后击杀碎岩者。
questAECRockbreakerHunt_response,quests,,,AEC BOSS FIGHT - [FFAA00]Hunt: Rockbreaker[-],AEC 首领战斗 - [FFAA00]猎杀: 碎岩者[-]
questAECRockbreakerHunt_completion,quests,,,Rockbreaker is down. Here is your payment.,碎岩者已被击杀，这是你的报酬。
questAECRockbreakerDefense_name,quests,,,[A0A0A0]Defense: Rockbreaker[-],[A0A0A0]防守: 碎岩者[-]
questAECRockbreakerDefense_subtitle,quests,,,T4 POI Defense,T4 地标防守
questAECRockbreakerDefense_description,quests,,,"Clear the POI first, then survive three timed worker waves and destroy Rockbreaker.",先清除兴趣点内的敌人，抵御3波碎岩者部队。
questAECRockbreakerDefense_offer,quests,,,"Defense contract. Rockbreaker is pushing a position. Get there first, hold through three timed worker waves, and stop it.",激活集结点并放置诱饵，抵御3波碎岩者部队。
questAECRockbreakerDefense_statement,quests,,,"I will reach the location, hold through the timed waves, and kill Rockbreaker.",先清除兴趣点内的敌人，抵御碎岩者部队。
questAECRockbreakerDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-],AEC 首领战 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECRockbreakerDefense_completion,quests,,,Position secured. Rockbreaker is rubble.,契约完成，碎岩者威胁已经清除。领取你的报酬。
questAECRockbreakerDoubleBreak_name,quests,,,[FF0000]Double Break[-],碎岩者契约
questAECRockbreakerDoubleBreak_subtitle,quests,,,T6 Double Boss,T6双首领
questAECRockbreakerDoubleBreak_description,quests,,,"Activate the rally, place the lure, survive five timed escalating worker waves, then destroy both Rockbreakers.",激活集结点并放置诱饵，抵御5波碎岩者部队。
questAECRockbreakerDoubleBreak_offer,quests,,,"Worst contract on the board. Trigger the rally, place the lure, endure five timed quarry-worker waves, then kill two Rockbreakers at once.",激活集结点并放置诱饵，抵御5波碎岩者部队。
questAECRockbreakerDoubleBreak_statement,quests,,,"I will activate the rally, place the lure, survive the timed waves, and kill both Rockbreakers.",我会激活集结点并放置诱饵，抵御所有波次，然后击杀两只碎岩者。
questAECRockbreakerDoubleBreak_response,quests,,,AEC LEGENDARY CONTRACT - [FF0000]Double Break[-],AEC 传奇契约 - [FF0000]双重破坏[-]
questAECRockbreakerDoubleBreak_completion,quests,,,Both Rockbreakers are down. You earned this payout.,契约完成，碎岩者威胁已经清除。领取你的报酬。
questAECRockbreaker_obj_wave1,quests,,,Survive the incoming workers,抵御来袭的工人感染者
questAECRockbreaker_obj_wave2,quests,,,Survive the stronger workers,抵御更强的工人感染者
questAECRockbreaker_obj_wave3,quests,,,Survive the radiated push,抵御辐射感染者的攻势
questAECRockbreaker_obj_wave4,quests,,,Survive the charged assault,抵御充能感染者的进攻
questAECRockbreaker_obj_wave5,quests,,,Survive the infernal wave,抵御炼狱感染者波次
questAECRockbreakerHunt_obj_kill,quests,,,Kill Rockbreaker,击杀碎岩者
questAECRockbreakerDefense_obj_kill,quests,,,Kill Rockbreaker,击杀碎岩者
questAECRockbreakerDoubleBreak_obj_kill,quests,,,Kill both Rockbreakers,击杀两只碎岩者
eventAECRockbreakerWave1_msg,gameevents,,,WAVE 1: Rockbreaker sends utility workers to test your line.,第1波：碎岩者派出杂务工测试你的防线。
eventAECRockbreakerWave2_msg,gameevents,,,WAVE 2: More workers incoming. Feral signatures are mixed in.,第2波：更多工人正在接近，其中混有凶暴感染者。
eventAECRockbreakerWave3_msg,gameevents,,,WAVE 3: Radiated workers are pushing behind the next break-in.,第3波：辐射工人正跟随突破部队推进。
eventAECRockbreakerWave4_msg,gameevents,,,WAVE 4: Charged workers are entering the pit. Pressure is rising.,第4波：充能工人正在进入矿坑，压力不断上升。
eventAECRockbreakerWave5_msg,gameevents,,,FINAL WAVE: Infernal workers are breaking through. The quarry is about to open.,最后一波：炼狱工人正在突破，采石场即将全面开放。
eventAECRockbreakerHuntArrival_msg,gameevents,,,ALERT: Rockbreaker has surfaced nearby. Expect heavy impact damage.,警报：碎岩者在附近现身。小心强烈的冲击伤害。
eventAECRockbreakerHuntBossSpawn_msg,gameevents,,,BOSS: Rockbreaker is here. Keep moving and avoid the boulder volleys.,首领：碎岩者已经出现。保持移动，避开连续投来的巨石。
eventAECRockbreakerDefenseArrival_msg,gameevents,,,DEFENSE: Rockbreaker is advancing on this position. Fortify and hold.,防守：碎岩者正在向阵地推进，加固并守住防线。
eventAECRockbreakerDefenseBossSpawn_msg,gameevents,,,BOSS: Rockbreaker has reached the objective. Break it before it breaks you.,首领：碎岩者抵达目标点。在它击垮你之前先击垮它。
eventAECRockbreakerDoubleArrival_msg,gameevents,,,ALERT: Two quarry titans are stirring. Survive the worker assault first.,警报：两只采石场巨兽已经苏醒。先抵御工人感染者的进攻。
eventAECRockbreakerDoubleBossSpawn_msg,gameevents,,,DOUBLE BREAK: Two Rockbreakers have surfaced together. Bring both down.,双重破碎：两只碎岩者同时现身，将它们全部击杀。
buffAECRockbreakerPlayerAura,,,,[A0A0A0]ROCKBREAKER NEARBY[-],[A0A0A0]碎岩者就在附近[-]
buffAECRockbreakerPlayerAuraDesc,,,,Rockbreaker is close. Expect heavy melee hits and ranged boulder pressure.,碎岩者就在附近。小心沉重的近战攻击与远程巨石压制。
AECRockbreakerGolemIron,entityclasses,Entity,,[8C6B2E]AEC IRON GOLEM[-],[8C6B2E]AEC 铁魔像[-]
AECRockbreakerGolemRock,entityclasses,Entity,,[8C6B2E]AEC ROCK GOLEM[-],[8C6B2E]AEC 岩石魔像[-]
AECRockbreakerGolemNitrate,entityclasses,Entity,,[8C6B2E]AEC NITRATE GOLEM[-],[8C6B2E]AEC 硝酸盐魔像[-]
AECRockbreakerGolemOilShale,entityclasses,Entity,,[8C6B2E]AEC OIL SHALE GOLEM[-],[8C6B2E]AEC 油页岩魔像[-]
AECRockbreakerGolemCoal,entityclasses,Entity,,[8C6B2E]AEC COAL GOLEM[-],[8C6B2E]AEC 煤炭魔像[-]
AECRockbreakerGolemLead,entityclasses,Entity,,[8C6B2E]AEC LEAD GOLEM[-],[8C6B2E]AEC 铅魔像[-]
AECRockbreakerGolemIronT03,entityclasses,Entity,,[8C6B2E]AEC IRON GOLEM T03[-],[8C6B2E]AEC 铁魔像 T03[-]
AECRockbreakerGolemIronT06,entityclasses,Entity,,[8C6B2E]AEC IRON GOLEM T06[-],[8C6B2E]AEC 铁魔像 T06[-]
AECRockbreakerGolemIronT09,entityclasses,Entity,,[8C6B2E]AEC IRON GOLEM T09[-],[8C6B2E]AEC 铁魔像 T09[-]
AECRockbreakerGolemIronT12,entityclasses,Entity,,[8C6B2E]AEC IRON GOLEM T12[-],[8C6B2E]AEC 铁魔像 T12[-]
AECRockbreakerGolemIronT15,entityclasses,Entity,,[8C6B2E]AEC IRON GOLEM T15[-],[8C6B2E]AEC 铁魔像 T15[-]
AECRockbreakerGolemRockT03,entityclasses,Entity,,[8C6B2E]AEC ROCK GOLEM T03[-],[8C6B2E]AEC 岩石魔像 T03[-]
AECRockbreakerGolemRockT06,entityclasses,Entity,,[8C6B2E]AEC ROCK GOLEM T06[-],[8C6B2E]AEC 岩石魔像 T06[-]
AECRockbreakerGolemRockT09,entityclasses,Entity,,[8C6B2E]AEC ROCK GOLEM T09[-],[8C6B2E]AEC 岩石魔像 T09[-]
AECRockbreakerGolemRockT12,entityclasses,Entity,,[8C6B2E]AEC ROCK GOLEM T12[-],[8C6B2E]AEC 岩石魔像 T12[-]
AECRockbreakerGolemRockT15,entityclasses,Entity,,[8C6B2E]AEC ROCK GOLEM T15[-],[8C6B2E]AEC 岩石魔像 T15[-]
AECRockbreakerGolemNitrateT03,entityclasses,Entity,,[8C6B2E]AEC NITRATE GOLEM T03[-],[8C6B2E]AEC 硝酸盐魔像 T03[-]
AECRockbreakerGolemNitrateT06,entityclasses,Entity,,[8C6B2E]AEC NITRATE GOLEM T06[-],[8C6B2E]AEC 硝酸盐魔像 T06[-]
AECRockbreakerGolemNitrateT09,entityclasses,Entity,,[8C6B2E]AEC NITRATE GOLEM T09[-],[8C6B2E]AEC 硝酸盐魔像 T09[-]
AECRockbreakerGolemNitrateT12,entityclasses,Entity,,[8C6B2E]AEC NITRATE GOLEM T12[-],[8C6B2E]AEC 硝酸盐魔像 T12[-]
AECRockbreakerGolemNitrateT15,entityclasses,Entity,,[8C6B2E]AEC NITRATE GOLEM T15[-],[8C6B2E]AEC 硝酸盐魔像 T15[-]
AECRockbreakerGolemOilShaleT03,entityclasses,Entity,,[8C6B2E]AEC OIL SHALE GOLEM T03[-],[8C6B2E]AEC 油页岩魔像 T03[-]
AECRockbreakerGolemOilShaleT06,entityclasses,Entity,,[8C6B2E]AEC OIL SHALE GOLEM T06[-],[8C6B2E]AEC 油页岩魔像 T06[-]
AECRockbreakerGolemOilShaleT09,entityclasses,Entity,,[8C6B2E]AEC OIL SHALE GOLEM T09[-],[8C6B2E]AEC 油页岩魔像 T09[-]
AECRockbreakerGolemOilShaleT12,entityclasses,Entity,,[8C6B2E]AEC OIL SHALE GOLEM T12[-],[8C6B2E]AEC 油页岩魔像 T12[-]
AECRockbreakerGolemOilShaleT15,entityclasses,Entity,,[8C6B2E]AEC OIL SHALE GOLEM T15[-],[8C6B2E]AEC 油页岩魔像 T15[-]
AECRockbreakerGolemCoalT03,entityclasses,Entity,,[8C6B2E]AEC COAL GOLEM T03[-],[8C6B2E]AEC 煤炭魔像 T03[-]
AECRockbreakerGolemCoalT06,entityclasses,Entity,,[8C6B2E]AEC COAL GOLEM T06[-],[8C6B2E]AEC 煤炭魔像 T06[-]
AECRockbreakerGolemCoalT09,entityclasses,Entity,,[8C6B2E]AEC COAL GOLEM T09[-],[8C6B2E]AEC 煤炭魔像 T09[-]
AECRockbreakerGolemCoalT12,entityclasses,Entity,,[8C6B2E]AEC COAL GOLEM T12[-],[8C6B2E]AEC 煤炭魔像 T12[-]
AECRockbreakerGolemCoalT15,entityclasses,Entity,,[8C6B2E]AEC COAL GOLEM T15[-],[8C6B2E]AEC 煤炭魔像 T15[-]
AECRockbreakerGolemLeadT03,entityclasses,Entity,,[8C6B2E]AEC LEAD GOLEM T03[-],[8C6B2E]AEC 铅魔像 T03[-]
AECRockbreakerGolemLeadT06,entityclasses,Entity,,[8C6B2E]AEC LEAD GOLEM T06[-],[8C6B2E]AEC 铅魔像 T06[-]
AECRockbreakerGolemLeadT09,entityclasses,Entity,,[8C6B2E]AEC LEAD GOLEM T09[-],[8C6B2E]AEC 铅魔像 T09[-]
AECRockbreakerGolemLeadT12,entityclasses,Entity,,[8C6B2E]AEC LEAD GOLEM T12[-],[8C6B2E]AEC 铅魔像 T12[-]
AECRockbreakerGolemLeadT15,entityclasses,Entity,,[8C6B2E]AEC LEAD GOLEM T15[-],[8C6B2E]AEC 铅魔像 T15[-]
RunningKamikaze,entityclasses,Entity,,[FFAA00]BOSS[-] RunningKamikaze,[FFAA00]首领[-] 狂奔神风者
RunningKamikazeBossLootBag,entityclasses,Entity,,[FFAA00]BOSS[-] Kamikaze's Loot Bag,[FFAA00]首领[-] 神风者's 战利品袋
itemAECKamikazeHuntBundle,,,,[FFAA00]AEC[-] [FFD700]Kamikaze Boss Mutation Sample Cache[-],[FFAA00]AEC[-] [FFD700]神风者首领变异样本储备箱[-]
itemAECKamikazeHuntBundle_desc,,,,"Open to receive random mutation samples from the Running Kamikaze: arm, leg, torso, head, or the rare fuse box.",打开后可获得来自狂奔神风者的随机变异样本：手臂、腿、躯干、头部，或稀有的保险丝盒。
itemAECKamikazeDefenseBundle,,,,[FFAA00]AEC[-] [7FDBFF]Kamikaze Defense Mutation Sample Cache[-],[FFAA00]AEC[-] [7FDBFF]神风者防守变异样本储备箱[-]
itemAECKamikazeDefenseBundle_desc,,,,Open to receive mutation samples from the Running Kamikaze's assault on the position.,打开后可获得狂奔神风者变异样本以及对应的契约补给奖励。
itemAECKamikazeHuntContract,,,,[FFD700]AEC Hazard 4 |[-] [FFD700]Running Kamikaze Contract | Boss Hunt[-],[FFD700]AEC 危险度 4 |[-] [FFD700]奔跑神风者契约 | 首领猎杀[-]
itemAECKamikazeHuntContract_desc,,,,"A bounty contract for the Running Kamikaze. Survive five timed waves in the wilderness, then put it down.",猎杀契约：放置信号诱饵，抵御5波狂奔神风者部队，然后击杀首领。
itemAECKamikazeDefenseContract,,,,[FFD700]AEC Hazard 4 |[-] [FFD700]Running Kamikaze Contract | Boss Defense[-],[FFD700]AEC 危险度 4 |[-] [FFD700]奔跑神风者契约 | 首领防守[-]
itemAECKamikazeDefenseContract_desc,,,,"A defense contract | clear the site, survive three timed waves, then kill the Running Kamikaze before it reaches you.",据点防守契约：先清除并守住指定兴趣点，抵御3波狂奔神风者部队，然后击杀首领。
questAECKamikazeHunt_name,quests,,,[FFAA00]Hunt: The Running Kamikaze[-],[FFAA00]猎杀: 奔跑神风者[-]
questAECKamikazeHunt_subtitle,quests,,,T4 Boss Hunt,T4 首领猎杀
questAECKamikazeHunt_description,quests,,,"Activate the rally, place the lure, survive five timed assault waves, and put the Running Kamikaze down before it blows everything up.",激活集结点并放置诱饵，抵御5波狂奔神风者部队，再击杀狂奔神风者首领。
questAECKamikazeHunt_offer,quests,,,"Fast contract. The Running Kamikaze is out there. Find it, trigger the rally, place the lure, survive five waves, and kill it. Watch for the bombs.",激活集结点并放置诱饵，抵御5波狂奔神风者部队，再击杀狂奔神风者首领。
questAECKamikazeHunt_statement,quests,,,"Survive five timed waves, then kill the Running Kamikaze.",抵御五波限时进攻，然后击杀狂奔神风者。
questAECKamikazeHunt_response,quests,,,AEC HORDE - [FFAA00]Hunt: The Running Kamikaze[-],AEC 尸群 - [FFAA00]猎杀: 奔跑神风者[-]
questAECKamikazeHunt_completion,quests,,,One less explosive problem. Here's your pay.,契约完成，狂奔神风者威胁已经清除。领取你的报酬。
questAECKamikazeHunt_obj_kill,quests,,,Kill the Running Kamikaze,击杀奔跑神风者
questAECKamikazeDefense_name,quests,,,[FFAA00]Defense: Running Kamikaze[-],[FFAA00]防守: 奔跑神风者[-]
questAECKamikazeDefense_subtitle,quests,,,T4 POI Defense,T4 地标防守
questAECKamikazeDefense_description,quests,,,"Clear the POI first, then survive three timed waves and eliminate the Running Kamikaze.",先清除兴趣点内的敌人，抵御3波狂奔神风者部队。
questAECKamikazeDefense_offer,quests,,,"Defense contract. The Kamikaze is heading for a location. Get there first, clear it, hold three waves, and kill that thing. Don't let it blow everything up.",先清除兴趣点内的敌人，抵御3波狂奔神风者部队。
questAECKamikazeDefense_statement,quests,,,"Reach the location, survive three timed waves, then kill the Running Kamikaze.",先清除兴趣点内的敌人，抵御3波狂奔神风者部队，再击杀狂奔神风者首领。
questAECKamikazeDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-],AEC 首领战 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECKamikazeDefense_completion,quests,,,Location secured. The Kamikaze is down. Here's your cut.,契约完成，狂奔神风者威胁已经清除。领取你的报酬。
questAECKamikazeDefense_obj_kill,quests,,,Kill the Running Kamikaze,击杀奔跑神风者
eventAECKamikazeHuntArrival_msg,gameevents,,,ALERT: The Running Kamikaze has been spotted in the area. Survive five waves and stay sharp!,警报：附近发现狂奔神风者。抵御五波进攻，保持警惕！
eventAECKamikazeHuntBossSpawn_msg,gameevents,,,BOSS: The Running Kamikaze is here. He runs. He explodes. Don't miss.,首领：狂奔神风者已经出现。它会冲锋，也会爆炸——别打偏。
eventAECKamikazeDefenseArrival_msg,gameevents,,,"DEFENSE: The Running Kamikaze is moving on this position. Hold three waves, then finish it!",防守警报：狂奔神风者部队正在进攻阵地，守住防线。
eventAECKamikazeDefenseBossSpawn_msg,gameevents,,,BOSS: He's breaching the perimeter. Kill him before he reaches you!,首领：狂奔神风者已进入战场。
eventAECKamikazeWave1_msg,gameevents,,,WAVE 1: The Kamikaze's scouts are closing in!,第1波：神风者的侦察部队正在逼近！
eventAECKamikazeWave2_msg,gameevents,,,WAVE 2: Stronger ones incoming — feral and radiated!,第2波：更强的敌人正在接近——凶暴与辐射感染者！
eventAECKamikazeWave3_msg,gameevents,,,WAVE 3: Charged runners are joining the assault!,第3波：充能奔跑者加入了进攻！
eventAECKamikazeWave4_msg,gameevents,,,WAVE 4: Charged and Infernal runners are breaking through!,第4波：充能与炼狱奔跑者正在突破！
eventAECKamikazeWave5_msg,gameevents,,,FINAL WAVE: One last breaker rush before the Running Kamikaze arrives!,最后一波：狂奔神风者出现前的最后一批突破部队！
questAECKamikaze_obj_wave1,quests,,,Wave 1: Kill the Scouts (normal + feral),抵御第1波狂奔神风者部队
questAECKamikaze_obj_wave2,quests,,,Wave 2: Kill the Horde (feral + radiated),波 2: 击杀尸群 (凶暴与辐射感染者)
questAECKamikaze_obj_wave3,quests,,,Wave 3: Kill the Vanguard (charged + infernal),抵御第3波狂奔神风者部队
buffAECKamikazePlayerAura,,,,[FFAA00]KAMIKAZE NEARBY[-],[FFAA00]神风者就在附近[-]
buffAECKamikazePlayerAuraDesc,,,,The Running Kamikaze is close. Expect explosions.,狂奔神风者就在附近，小心爆炸。
AECSingerieBoss,entityclasses,Entity,,[3CB371]BOSS[-] Singerie,[3CB371]首领[-] 歌姬
AECSingerieMinion,entityclasses,Entity,,Singerie Minion,歌姬仆从
AECSingerieMinion01,entityclasses,Entity,,Singerie Minion - Brute,歌姬仆从 - 蛮兵
AECSingerieMinion02,entityclasses,Entity,,Singerie Minion - Scout,歌姬仆从 - 斥候
AECSingerieMinion03,entityclasses,Entity,,Singerie Minion - Runner,歌姬仆从 - 奔跑者
AECSingerieMinion04,entityclasses,Entity,,Singerie Minion - Brawler,歌姬仆从 - 斗士
AECSingerieBossLootBag,entityclasses,Entity,,[3CB371]Singerie Loot Bag[-],[3CB371]歌姬战利品袋[-]
meleeHandAECSingerieBoss,items,Item,,Singerie Boss Fists,歌姬首领拳击
ammoProjectileAECSingerie,items,Item,,Singerie Flying Barrel,歌姬 Flying Barrel
meleeHandAECSingerieMinion,items,Item,,Singerie Minion Rock Throw,歌姬仆从岩石 Throw
itemAECSingerieHordeBundle,,,,[3CB371]AEC[-] [FFD700]Primal Pack Bundle[-],[3CB371]AEC[-] [FFD700]原始兽群包[-]
itemAECSingerieHordeBundle_desc,,,,Open to receive mutation samples and rewards recovered after breaking a roaming Singerie pack.,打开后可获得辛格里变异样本以及对应的契约补给奖励。
itemAECSingerieDefenseBundle,,,,[3CB371]AEC[-] [8FBC8F]Stone Barrage Bundle[-],[3CB371]AEC[-] [8FBC8F]岩石弹幕礼包[-]
itemAECSingerieDefenseBundle_desc,,,,Open to receive rewards from holding a position against Singerie minions and their thrown debris.,打开后可获得辛格里变异样本以及对应的契约补给奖励。
itemAECSingerieAssaultBundle,,,,[3CB371]AEC[-] [FFD700]Jungle Hunt Bundle[-],[3CB371]AEC[-] [FFD700]丛林猎杀包[-]
itemAECSingerieAssaultBundle_desc,,,,Open to receive mutation samples and high-tier rewards from a full wilderness Singerie hunt.,打开后可获得辛格里变异样本以及对应的契约补给奖励。
itemAECSingerieFortressBundle,,,,[3CB371]AEC[-] [8FBC8F]Jungle Defense Bundle[-],[3CB371]AEC[-] [8FBC8F]丛林防御包[-]
itemAECSingerieFortressBundle_desc,,,,Open to receive rewards from surviving a Singerie assault on a fixed location.,打开后可获得辛格里变异样本以及对应的契约补给奖励。
itemAECSingerieHuntBundle,,,,[FF0000]AEC[-] [FFD700]Alpha Hunt Bundle[-],[FF0000]AEC[-] [FFD700]首领猎杀礼包[-]
itemAECSingerieHuntBundle_desc,,,,Open to receive premium mutation samples and rewards from an elite Singerie alpha hunt.,打开后可获得辛格里高级变异样本以及对应的契约补给奖励。
itemAECSingerieSiegeBundle,,,,[FF0000]AEC[-] [8FBC8F]Ape Siege Bundle[-],[FF0000]AEC[-] [8FBC8F]猿群围攻包[-]
itemAECSingerieSiegeBundle_desc,,,,Open to receive premium rewards from surviving the heaviest Singerie siege contract.,打开后可获得辛格里高级变异样本以及对应的契约补给奖励。
itemAECSingerieBrothersBundle,,,,[FF0000]AEC[-] [FFD700]The Brothers Bundle[-],[FF0000]AEC[-] [FFD700]兄弟组合包[-]
itemAECSingerieBrothersBundle_desc,,,,Open to receive top-tier Singerie mutation samples and rewards from the twin-alpha contract.,打开后可获得辛格里高级变异样本以及对应的契约补给奖励。
itemAECSingeriePrimalPackContract,,,,[00E5FF]AEC Hazard 3 |[-] [FFD700]Singerie Contract | Minion Horde[-],[00E5FF]AEC 危险度 3 |[-] [FFD700]歌姬契约 | 仆从尸群[-]
itemAECSingeriePrimalPackContract_desc,,,,A roaming contract. Hold through a light Singerie pack before the alpha group disperses.,契约契约：放置信号诱饵，抵御辛格里部队。
itemAECSingerieStoneBarrageContract,,,,[00E5FF]AEC Hazard 3 |[-] [FFD700]Singerie Contract | Minion Defense[-],[00E5FF]AEC 危险度 3 |[-] [FFD700]歌姬契约 | 仆从防守[-]
